PROFILE_ID,EFFECTIVE_DATE,TITLE,SHIELD_NO,EXPORT_DATE
d532c32f-e258-40c3-99e3-5ba3cff6b9cd,12/19/2025,CAPTAIN,,04/19/2026
3433f6e3-8be5-4451-b3d0-fe006806eb81,02/28/1994,POLICE OFFICER,7698,04/19/2026
5fa7a187-b5da-449c-bdfe-d5d9945c51b4,03/27/2015,SERGEANT,5222,04/19/2026
47a87950-344c-42e7-bf1f-85ca571da3df,01/06/2016,POLICE OFFICER,16596,04/19/2026
1180d52c-b98f-4ed3-8ff4-14d66c9378d4,07/09/2013,POLICE OFFICER,31563,04/19/2026
67d0fca7-258d-4a4a-81d2-8c9931576ef9,10/07/2015,POLICE OFFICER,21741,04/19/2026
e5ef6aaa-29d4-4b4c-8c5a-ce0b81feb2f0,04/04/2024,SGT DET SQUAD,,04/19/2026
0b85ad5f-7539-4a44-963f-e51858f8c37c,07/11/2005,POLICE OFFICER,5727,04/19/2026
ca7038e7-14d1-4ad7-8972-fcd25fa25017,01/20/2004,POLICE OFFICER,8004,04/19/2026
fe222a14-f02c-41b9-99d6-29c8aaa0f4a4,08/20/2025,POLICE OFFICER,19872,04/19/2026
31783a41-e13a-4c15-936e-52885cb8e103,07/11/2005,POLICE OFFICER,12062,04/19/2026
8095b0ac-cb39-4ca8-92bf-17a97e083b91,07/08/2008,POLICE OFFICER,3431,04/19/2026
91830b3e-324e-4404-934b-8f62f95db384,07/11/2012,POLICE OFFICER,29331,04/19/2026
7edcb531-088d-43ec-abf1-f175439f85b7,07/13/2022,POLICE OFFICER,19862,04/19/2026
c3a17a56-ef80-4dca-b851-bed685347545,01/31/2014,DETECTIVE,1005,04/19/2026
282d2a72-4afa-44d0-b35d-efe394d38781,03/01/2013,DETECTIVE,576,04/19/2026
8080aab9-00a4-4bc0-9992-63a371d8c8ec,07/08/2008,POLICE OFFICER,13188,04/19/2026
2b904a0a-3ebd-440e-b8de-9ead46bcd4c1,07/10/2006,POLICE OFFICER,4638,04/19/2026
10687740-b605-4cec-8db9-53aeb37b40f7,12/17/2025,POLICE OFFICER,12504,04/19/2026
79af4d65-deb8-44c6-bc7c-f3419559ca80,04/15/1997,POLICE OFFICER,10451,04/19/2026
9509f459-69d4-4046-96bb-02dbb160d888,04/26/2024,SGT DET SQUAD,,04/19/2026
90358065-ae94-472b-ad62-418a63626fa6,04/24/2024,POLICE OFFICER,9080,04/19/2026
2a54d2f4-a280-4156-855b-c2e2afbc9bc2,02/05/2025,POLICE OFFICER,1160,04/19/2026
574d6cc7-366c-458a-9567-3d9de5c55e26,01/10/2018,POLICE OFFICER,27406,04/19/2026
ed4ea1f4-da1b-45ca-bc12-c363417e09d7,07/09/2014,POLICE OFFICER,11432,04/19/2026
6faab3e7-234b-499d-80be-1966b6adf05a,07/28/2011,DETECTIVE,1567,04/19/2026
356809e7-5863-43f5-a6f9-c4fa7b75b40d,07/06/2010,POLICE OFFICER,3873,04/19/2026
600ea52d-53db-4053-a784-7ff77662a9c3,07/09/2013,POLICE OFFICER,25778,04/19/2026
3ae5e9ce-42d8-4d64-9578-d8373c5f7d6f,11/22/2022,SERGEANT,607,04/19/2026
556dea21-5789-43b7-9fc1-5898cb9a13fc,04/13/2022,POLICE OFFICER,3959,04/19/2026
02612a94-c66c-425e-ac3b-c3003f483247,11/27/2024,DETECTIVE,3243,04/19/2026
00151f0d-e170-401a-a78b-c08e4c362565,01/26/2024,DETECTIVE,1585,04/19/2026
63f6a1c9-c4bf-4e7a-b9e0-f4d2bcaf8d98,05/01/1995,POLICE OFFICER,10372,04/19/2026
6a00d18e-0a6e-4346-a1cb-d5408ba5aa82,07/06/2011,POLICE OFFICER,27143,04/19/2026
53f01526-205a-4af9-b6c7-de4bd24a5a06,05/29/2012,SERGEANT,2410,04/19/2026
4b583b84-083d-4ecd-91e0-0bd3b6d118e4,01/03/2024,POLICE OFFICER,10996,04/19/2026
4059efc6-ce83-422a-bd7c-df0ad311120b,11/24/2020,SERGEANT,4567,04/19/2026
7ebd3a62-71ab-404e-94d3-f59a77c8434e,08/26/2022,DETECTIVE,6847,04/19/2026
2af89152-ad44-4b34-8f5d-e9680e6688eb,07/05/2023,POLICE OFFICER,22896,04/19/2026
de351eb9-551a-4f7b-b0c1-4bfee61bc6b2,01/17/2023,POLICE OFFICER,474,04/19/2026
8ae8af10-2046-49da-88bf-331dfb42cce6,07/06/2010,POLICE OFFICER,885,04/19/2026
3320ef08-45bf-4d3e-84ee-b4c1d149efce,02/09/2022,CAPTAIN,,04/19/2026
04af12c4-6b0f-4584-b71b-88f5b35c27a9,07/06/2010,POLICE OFFICER,4166,04/19/2026
097691f5-36e4-4c12-91d5-c4c8a16d3112,06/19/2024,POLICE OFFICER,13323,04/19/2026
b6121a2a-4fe4-4c83-ada6-88163042fb4f,07/09/2014,POLICE OFFICER,12318,04/19/2026
cf9470d8-3ca4-4d4d-9a3f-92a8f85747d7,07/01/2003,POLICE OFFICER,22035,04/19/2026
ca725e6f-1a28-4b6a-9601-d3c3a7e2355b,12/23/2022,SGT DET SQUAD,,04/19/2026
d50adfa2-ca77-4802-81a5-90eec1f8be45,07/01/2004,POLICE OFFICER,7847,04/19/2026
2bcc31b6-0c53-4d45-a03a-7cd3b8e14b2f,06/09/2017,SERGEANT,1069,04/19/2026
b4658cfe-281d-496b-9ff6-d66991eea97c,10/29/2010,SERGEANT,963,04/19/2026
f7166937-8a4d-436c-bab5-93868218505c,04/26/2023,POLICE OFFICER,17787,04/19/2026
d54c8e9b-d824-403b-89be-1892bda930e1,10/18/1993,POLICE OFFICER,22546,04/19/2026
e94ef99f-9190-48f6-9a55-50d0e6bea27a,10/12/2021,POLICE OFFICER,2183,04/19/2026
f5039fee-0b1f-475b-a231-08eaf05c4c64,09/03/2021,SERGEANT,3428,04/19/2026
c09070f1-d570-429b-8036-a6643e2942c3,11/24/2020,LIEUTENANT,,04/19/2026
f06bb431-a343-4f0a-b6ee-d92fa919ac96,07/10/2006,POLICE OFFICER,12005,04/19/2026
7348cd46-56aa-4cc7-8b50-3d96dfee0d36,01/10/2005,POLICE OFFICER,25672,04/19/2026
39dec9b3-cce5-47ca-9346-4b36faa76ba6,01/08/2014,POLICE OFFICER,12215,04/19/2026
2706e70a-8961-4238-ba29-ffdb3c50f491,06/10/2021,DETECTIVE,2720,04/19/2026
684cc88c-1213-4015-a4c8-99ceefd87f3e,02/10/2023,POLICE OFFICER,5840,04/19/2026
a2c4f20c-e8d6-4bce-91be-60d7a21d0e7a,07/07/2021,POLICE OFFICER,23182,04/19/2026
9c942515-db0d-4ebc-8f6a-b838649aae66,10/07/2015,POLICE OFFICER,21253,04/19/2026
56958d6d-4389-44b1-8f31-ac854af4917a,07/22/1998,SERGEANT,847,04/19/2026
7b7c25f8-de9c-4277-9ea3-9cf05475d8c5,01/17/2024,POLICE OFFICER,23763,04/19/2026
21b0ebe9-7e21-4b7a-8169-84b7f7d4621d,01/10/2007,POLICE OFFICER,13907,04/19/2026
bd25def1-c126-4df9-9704-3b5e52181e5f,01/17/2023,POLICE OFFICER,508,04/19/2026
e451dbc2-b402-4f39-b1e3-e73bb4157583,02/23/2024,LIEUTENANT,,04/19/2026
c101eede-93a3-4ff9-aef3-dd130da6dbbb,12/29/2021,POLICE OFFICER,21350,04/19/2026
473ef6ac-6fcc-40a6-a66c-128ab610cb1c,01/07/2008,POLICE OFFICER,16533,04/19/2026
51ff851d-799a-4fd3-a591-9df4407a6b1b,11/24/2015,SERGEANT,2436,04/19/2026
7b6d86c4-4dc9-4a48-8b36-8d53d2ca8e88,07/11/2005,POLICE OFFICER,25596,04/19/2026
47090b06-417e-4e1b-852d-398b2dce07d3,07/11/2012,POLICE OFFICER,19411,04/19/2026
0044a968-58f1-4fc2-a4c4-bbddae123596,07/30/2021,DETECTIVE,1760,04/19/2026
78141dc7-c1ff-4af0-9438-2d19a484e5da,07/05/2017,POLICE OFFICER,17692,04/19/2026
5a0a4c5f-29f3-4566-a700-08b12edd905f,11/23/2010,SERGEANT,3969,04/19/2026
50afdd8e-17e7-4c1e-b4d1-b4b71baa1076,09/09/2020,POLICE OFFICER,24806,04/19/2026
655c53ce-0f01-450c-9422-8f7ca0c6ff44,05/29/2020,DETECTIVE,6554,04/19/2026
6d923cd6-258d-4bb9-af66-37b762f57f36,01/29/2025,POLICE OFFICER,27014,04/19/2026
c8826a60-bad6-4762-ad6d-eb18bb4ee44b,01/27/2010,SERGEANT,840,04/19/2026
57c0cc8a-67ad-4e51-aef0-881af4c05955,10/07/2019,POLICE OFFICER,11290,04/19/2026
a4abce95-0265-4c22-984c-6e4710bf3092,06/02/2014,LIEUTENANT,,04/19/2026
8a0875cf-1141-4fe7-a7f4-deb51fbc1c54,04/13/2022,POLICE OFFICER,13547,04/19/2026
1d75f1fe-b112-4bb1-938c-50ff04da7dc7,07/06/2011,POLICE OFFICER,13315,04/19/2026
a6f081ae-fe88-4dfc-bda4-ad4817c370cd,03/30/2012,DETECTIVE,2287,04/19/2026
69ad52ff-c45a-4fec-9384-1dd4f2f7e3e5,12/17/2015,SERGEANT,3573,04/19/2026
a084fb72-6879-4de2-855d-f0035c9b17c7,01/09/2013,POLICE OFFICER,6349,04/19/2026
e653d3cd-c646-4c2a-8dd1-2729cc182ba0,12/17/2025,POLICE OFFICER,1703,04/19/2026
9b4f8c64-4249-47f2-ac61-0c748eab1922,07/13/2016,POLICE OFFICER,6562,04/19/2026
6ae9bb35-cf62-4a10-9b7a-2c81689b19d0,01/07/2008,POLICE OFFICER,14978,04/19/2026
90df1807-c54a-4c47-ad12-8c3c776393f2,01/08/2014,POLICE OFFICER,6592,04/19/2026
80974af4-2dc3-4fd8-912c-56794fe7f584,08/30/1993,POLICE OFFICER,28447,04/19/2026
09fecfa4-fede-4f97-a52d-41bf2745ed18,12/17/2025,POLICE OFFICER,7602,04/19/2026
f32690af-cf5d-4989-b48d-fdb57c5daa22,06/10/2019,LT DET COMMANDER,,04/19/2026
4f8223bb-0c2b-444c-97e4-be696288363f,04/30/2020,CAPTAIN,,04/19/2026
7c5707bb-08a9-4332-a6db-9331243ac1ab,07/01/1998,POLICE OFFICER,27882,04/19/2026
da1b93bc-28fb-4f79-8796-b65dee8bc56a,06/10/2021,SERGEANT,1617,04/19/2026
60f57071-a68c-4cda-ab92-9452c07aec0c,07/09/2014,POLICE OFFICER,12546,04/19/2026
7f6ed0bb-3084-442e-bdad-f81b8d158ac2,07/11/2005,POLICE OFFICER,28642,04/19/2026
e5609061-be3b-40b5-bf8b-75dabf17cc60,02/28/1994,POLICE OFFICER,31805,04/19/2026
0356df82-2c66-4870-8aac-97a2216578ff,10/07/2019,POLICE OFFICER,6458,04/19/2026
a6aa4202-387a-4f84-ae18-0cc52e7baec3,05/27/2022,DETECTIVE,5089,04/19/2026
b6ef0004-0609-4fad-913b-00f226e3d351,07/09/2007,POLICE OFFICER,218,04/19/2026
5f5219eb-c76b-4bca-9b59-9be339bf2fd2,10/19/2022,POLICE OFFICER,16100,04/19/2026
6958564c-3e3b-4709-aea8-db7d330e0389,12/22/2020,LIEUTENANT,,04/19/2026
e6bbf14c-7bc9-48ca-a1be-d6174315559f,10/12/2021,POLICE OFFICER,7009,04/19/2026
8afca563-4ae7-4894-8c20-b6ac14413f8d,07/06/2011,POLICE OFFICER,11836,04/19/2026
1744cfdf-7a2a-447b-9ae8-ab8ca485d5c0,04/15/1997,POLICE OFFICER,25998,04/19/2026
030a6b35-3e71-4708-b0d7-67834316cb83,11/22/2016,LIEUTENANT,,04/19/2026
1cb6a954-f10b-4058-987a-f2862e63c655,01/07/2008,POLICE OFFICER,23615,04/19/2026
743ea094-b02c-4506-8541-7f3d5d19b79f,08/03/2012,DETECTIVE,5953,04/19/2026
db5ed5c4-e618-46dd-ad16-cf2e06d7a460,01/25/2024,POLICE OFFICER,6223,04/19/2026
070b9626-a67d-4452-9d69-89cbeee780bb,01/03/2024,POLICE OFFICER,5442,04/19/2026
28182c7e-60aa-4202-9859-33f13f69be72,01/27/2012,SERGEANT,3424,04/19/2026
0b860584-9f6e-4d21-a19f-b8aa1f365dd4,05/30/2023,LIEUTENANT,,04/19/2026
b07e0820-6646-46b5-a0b6-600e3f0a2f11,07/01/2019,POLICE OFFICER,21015,04/19/2026
2daa6466-9407-4c8b-8a6b-9d97cbb27a3b,07/03/2024,POLICE OFFICER,3437,04/19/2026
426c8d7a-e26a-4e3c-bea1-92c7a5d42493,01/29/2025,POLICE OFFICER,27883,04/19/2026
61f0471e-fcfb-40ef-b695-d2f3f5e6c527,06/28/2024,DEPUTY INSPECTOR,,04/19/2026
c4bf111d-68eb-47f2-885e-49206058756f,07/09/2014,POLICE OFFICER,11132,04/19/2026
c60fcb5a-4622-42a7-88d9-c7670b59db98,10/12/2021,POLICE OFFICER,5292,04/19/2026
1129fafc-a4cf-4c7d-b2df-c834036cab93,03/28/2013,SERGEANT,3639,04/19/2026
0c16fa8d-e0ac-4e29-b789-22bc30c3b9f3,05/26/2023,POLICE OFFICER,527,04/19/2026
f0529920-e14c-49cf-bc8d-b6e89c6cab35,08/26/2022,DETECTIVE,2608,04/19/2026
95f80af0-d1d2-421e-9892-f5d69750326f,01/09/2006,POLICE OFFICER,31179,04/19/2026
2fd28121-6025-4bc2-b511-0e7cfecc95a5,11/21/2023,SERGEANT,4965,04/19/2026
c440be25-52a3-4c52-bc9e-030190b70445,03/05/2019,SERGEANT,3880,04/19/2026
6b8ded1e-f0ce-47bb-b354-05728100b622,10/25/2023,POLICE OFFICER,1607,04/19/2026
1481fff2-46ba-400f-955a-9c419e1881c7,12/17/2025,POLICE OFFICER,7802,04/19/2026
71922b87-6ac3-4772-9b54-62c69ec6b071,08/15/2012,POLICE OFFICER,7465,04/19/2026
3031ecbd-e158-4a3b-bb22-8ab1525c9de8,01/04/2017,POLICE OFFICER,20765,04/19/2026
4f362558-201b-4db0-8c35-52bf5c93e834,11/03/2014,SERGEANT,4856,04/19/2026
9b87b0f3-f96b-4a36-b2fe-ea7d37d03540,01/06/2016,POLICE OFFICER,2341,04/19/2026
199544e0-e35f-4f4f-9e89-64c44d94a5c2,11/24/2020,SERGEANT,4709,04/19/2026
64a5a9ed-541e-4aeb-8dc7-c28502dc2c1d,07/09/2014,POLICE OFFICER,13868,04/19/2026
bf27e6a3-96b4-47eb-a7e5-89f398cee68c,11/24/2020,DETECTIVE,2401,04/19/2026
ae28a0d7-54f4-4001-b27f-c65a0a3f673b,12/22/2020,SERGEANT,1814,04/19/2026
97bece0f-68d0-44d1-a5a8-39939c319970,07/06/2010,POLICE OFFICER,4062,04/19/2026
ee061380-b5df-4733-b1e6-3fc4512de6f6,01/29/2025,POLICE OFFICER,17066,04/19/2026
3ef12e90-204f-4543-af88-04091cdcde84,09/28/2017,DETECTIVE,3625,04/19/2026
a485fc93-0184-4c4a-aea5-ef3a2520926f,07/01/2002,POLICE OFFICER,5305,04/19/2026
db0a8161-a39e-45d7-a965-b27fd5098837,07/01/2019,POLICE OFFICER,18044,04/19/2026
bc26b70c-c20b-4b2d-96d8-a07ecec40f09,10/01/2021,POLICE OFFICER,1830,04/19/2026
5c8af9f3-c079-45e0-9439-c942dda936fe,12/17/2025,POLICE OFFICER,7721,04/19/2026
b663c16c-a1db-4d51-8c02-9ce7c70a8e69,12/21/2018,SERGEANT,3180,04/19/2026
5b6b0636-dbbc-4312-a982-2680c5f2c9eb,04/28/2021,POLICE OFFICER,20300,04/19/2026
0ea8ce3f-67e7-42c9-98ad-1769d8bacf40,07/09/2013,POLICE OFFICER,26708,04/19/2026
f1e2c3d8-2f0b-4ace-9d1d-e7874d4babca,10/12/2021,POLICE OFFICER,507,04/19/2026
29d418e2-17b1-4afa-a649-8936c845521e,01/09/2013,POLICE OFFICER,7024,04/19/2026
19ed2c36-db30-4667-b238-ae89dd0b9201,07/27/2018,SERGEANT,4580,04/19/2026
50dcdfcd-7490-4098-97fc-a335ea80fe35,07/02/2018,POLICE OFFICER,10498,04/19/2026
a0bdc620-5b79-4947-b75d-cad8037b5ca3,01/10/2005,POLICE OFFICER,6729,04/19/2026
2c8645b0-433d-41fb-a19b-1ee4848f33c4,12/29/2025,POLICE OFFICER,17572,04/19/2026
68502c6d-6b4e-4182-bb03-58748483ced3,07/01/2002,POLICE OFFICER,1733,04/19/2026
c1824031-2fc7-4dfe-a697-269676914865,07/08/2008,POLICE OFFICER,25639,04/19/2026
cd1ab4a5-d855-4127-aaec-92cdc2b5fc68,04/01/1995,POLICE OFFICER,9017,04/19/2026
6abec838-2854-4205-8d9c-e7319bdbcb9b,04/24/2024,POLICE OFFICER,20197,04/19/2026
b6f3c166-59c6-4592-8e85-7bded7a12483,03/04/1994,SERGEANT,29,04/19/2026
e23c2e1f-4260-4853-98a6-31de843abc2a,08/03/2016,DETECTIVE,1512,04/19/2026
a0080886-f898-4715-a185-6cecdab3a95e,02/28/2014,DETECTIVE,6752,04/19/2026
a8e9eeba-6c2d-4f71-b80e-dcddb42e35de,04/30/2008,DETECTIVE,1565,04/19/2026
6bfa9ed0-ec9b-4a85-b000-b4f975fd5cff,10/28/2016,DETECTIVE,5735,04/19/2026
0aa5a2f7-7630-4482-9b1c-c9f47404da75,07/10/2006,POLICE OFFICER,3768,04/19/2026
f4973a5d-c7fe-4fdb-bd9b-042922a5e6af,06/27/2025,DETECTIVE,7806,04/19/2026
65cb3822-7be8-4e46-b983-e61a62dd46fa,12/22/2023,DETECTIVE,974,04/19/2026
090463ab-06d8-4e86-bc0e-cdb050717b08,12/29/2020,POLICE OFFICER,6631,04/19/2026
e74ef63a-20ac-4960-8833-bfabc60d0d6c,01/29/2025,POLICE OFFICER,8067,04/19/2026
1a6bdef7-a0d7-4a3d-b44e-959b0de10945,05/21/2020,DETECTIVE,6921,04/19/2026
7e657325-4317-4c70-a3be-6992692e95c8,04/25/2025,DETECTIVE,195,04/19/2026
6b2c9b59-0d24-4795-8b5b-12ba47fc2ef6,04/12/2017,POLICE OFFICER,7919,04/19/2026
3739d413-850b-41f6-a1f7-756559bb267b,03/27/2015,SERGEANT,5277,04/19/2026
7cc900d3-6162-43a4-9663-527249dff9cc,10/18/2017,POLICE OFFICER,7866,04/19/2026
17bf3182-2510-44d0-8371-5ae5470a41ad,06/10/2021,DETECTIVE,3627,04/19/2026
0aacc681-1aca-4c0a-a4b9-ec0b9f8e11de,07/09/2014,POLICE OFFICER,15309,04/19/2026
1edbb92f-9f6f-42cb-8ea8-d85037c5a2cc,07/09/2007,POLICE OFFICER,13965,04/19/2026
fcd6dff4-b731-4dcc-8891-2812457544d9,03/26/2020,SERGEANT,3162,04/19/2026
b56591ae-9a13-4fd8-894d-158e93f678c6,01/03/2024,POLICE OFFICER,7523,04/19/2026
285a5fcd-1a6d-417e-92bd-1ab5a526c669,07/08/2008,POLICE OFFICER,12960,04/19/2026
57c6bd1b-f77f-45a7-8831-8997d220cab0,01/29/2025,POLICE OFFICER,11384,04/19/2026
b7acf2ab-31de-430e-8dcd-8c8ad7bded5e,07/11/2012,POLICE OFFICER,28654,04/19/2026
2b5f21e7-b24c-466c-b607-bf10831d1c56,12/29/2021,POLICE OFFICER,29986,04/19/2026
98abba41-c441-4e4e-a1e9-9e1f8817c2e0,07/13/2022,POLICE OFFICER,23013,04/19/2026
1bc9d28d-871b-4ef3-abc9-ca4ebb10d003,10/25/2023,POLICE OFFICER,18415,04/19/2026
1981d187-bc2a-4861-87af-6f0577d8acdc,06/05/2018,SERGEANT,2985,04/19/2026
d7c73e52-8df9-4533-82fd-5e4769fabd69,11/27/2024,INSPECTOR,,04/19/2026
de2a17d1-f55e-4814-a1bb-82a447d1a007,08/13/2021,POLICE OFFICER,1066,04/19/2026
9b3eea49-d2b5-4d1b-b9d1-734c8d053fc5,07/02/2001,POLICE OFFICER,10454,04/19/2026
7654a298-6bdf-4f4b-ab1c-5e71f36ad222,06/27/2025,DETECTIVE,7957,04/19/2026
377ba162-264d-490d-815a-f8fa258f8b57,06/10/2021,SERGEANT,1528,04/19/2026
c1c40407-daff-4585-8ada-7ec3ba8269b1,07/25/2008,SERGEANT,1911,04/19/2026
60a81127-89d3-45fc-91df-e74c0770c915,07/06/2011,POLICE OFFICER,23341,04/19/2026
efe9145c-9749-4ca6-a487-821fcc6decb6,01/10/2018,POLICE OFFICER,26683,04/19/2026
1b92e415-8d57-4c7e-974a-243b688626bc,10/12/2021,POLICE OFFICER,7948,04/19/2026
9b019a11-3e97-4757-894a-fb49b8626cd7,07/09/2007,POLICE OFFICER,9248,04/19/2026
25f30bff-32a8-405b-91cd-17bf8719587c,11/25/1997,LIEUTENANT,,04/19/2026
5ed8a5bd-f558-42f3-a94e-bcb0ffafd264,01/09/2012,POLICE OFFICER,15634,04/19/2026
5cd6eb33-2064-41f2-b5c8-7daafb60b212,08/31/2018,DETECTIVE,980,04/19/2026
0b298152-b711-4b38-b257-868f9cc970de,10/07/2019,POLICE OFFICER,27545,04/19/2026
85e8dd8d-d182-4f9d-99ea-4a2e1d11b98d,01/26/2024,LIEUTENANT,,04/19/2026
36541978-159e-4507-b8f9-fb36599e753e,06/24/2022,INSPECTOR,,04/19/2026
09725e4a-fd27-40ad-b7aa-57922f86c48e,12/17/2025,POLICE OFFICER,9231,04/19/2026
4ac1ba31-bcf1-4440-81d8-0857c8d9cb57,09/30/2024,SERGEANT,1342,04/19/2026
8a0775ab-2ce4-4dfe-b65f-da4a9290009a,08/01/2016,DETECTIVE,3074,04/19/2026
ccc58278-ac9a-4c86-9e01-e6a9c6cc0a05,06/29/2018,LIEUTENANT,,04/19/2026
54af46c4-f02e-47b5-8e59-733a9c2dbe0e,07/08/2008,POLICE OFFICER,5410,04/19/2026
d6fa0592-aa3f-4197-8f19-e0d7b44c62f0,01/09/2006,POLICE OFFICER,28840,04/19/2026
02e63245-8d48-4ba6-92e4-c12bd85c02cf,01/17/2023,POLICE OFFICER,7614,04/19/2026
a2878b4c-7c55-46d3-a7c1-44412f004287,04/13/2022,POLICE OFFICER,12452,04/19/2026
bee314db-9d54-44c3-a3b8-584502e4ab9e,06/29/2012,SERGEANT,4539,04/19/2026
62d644b1-4c54-4c07-b9fb-9f9ca59fac8a,07/06/2010,POLICE OFFICER,1760,04/19/2026
ac2045b7-c156-4588-aac1-d789f52d068f,07/19/2024,POLICE OFFICER,21436,04/19/2026
92162b03-0ee9-4688-881b-e1a5e32e6a14,07/13/2022,POLICE OFFICER,26211,04/19/2026
014250bc-749e-477d-8ddb-4b8ae0881dc9,07/11/2005,POLICE OFFICER,1234,04/19/2026
fc3e19dd-fdce-4700-bfa3-c10bd9a0d7e0,07/02/2018,POLICE OFFICER,13900,04/19/2026
62b85205-e98f-467d-bde3-385bf214f4ec,04/13/2022,POLICE OFFICER,6881,04/19/2026
e5a76a92-4626-4222-abd9-e5a7b5449c16,02/10/2021,POLICE OFFICER,21404,04/19/2026
92329b89-3c21-4bcc-87b4-a261e9d04593,10/24/2018,POLICE OFFICER,2153,04/19/2026
ee93568d-6caf-445a-9615-fdf6f68bada0,01/03/2019,POLICE OFFICER,27189,04/19/2026
70b5a559-7b5e-48b1-8270-0c9ed4d00d49,01/30/2026,SERGEANT,2388,04/19/2026
bb14cb1b-4251-4849-8577-1674fee4ffe5,07/08/2008,POLICE OFFICER,24467,04/19/2026
89c96cd2-485a-43ec-a478-f2a091448508,07/11/2005,POLICE OFFICER,15977,04/19/2026
c3881786-f0cc-4f9c-8981-c026ab8dd235,07/13/2022,POLICE OFFICER,18801,04/19/2026
4d1bf98b-4d7e-4419-b9d6-18f9c5aca74b,02/09/2022,SERGEANT,1127,04/19/2026
ce426fa8-86b5-4237-9b0a-843eee1e6408,12/23/2022,LIEUTENANT,,04/19/2026
d4ff1be5-672c-430a-aef4-cf1eb3ecb58e,06/26/2015,LIEUTENANT,,04/19/2026
4006e05f-ef66-41ae-a083-eaab1880fa8c,07/13/2016,POLICE OFFICER,14855,04/19/2026
e61f4652-f9e6-4ddc-b5cc-a2428d569d9c,07/02/2001,POLICE OFFICER,25860,04/19/2026
1e4a71c9-ddf0-4576-b030-a7f662ca6113,10/26/2018,DETECTIVE,3457,04/19/2026
277c7d80-b767-4183-871c-4f90adfdf0e3,12/29/2025,POLICE OFFICER,15484,04/19/2026
05330c47-c7bd-4788-bd74-99b30c1d9b72,11/24/2020,SERGEANT,4866,04/19/2026
d745119f-5292-4e5f-be54-8863e4fcff7a,01/07/2015,POLICE OFFICER,23988,04/19/2026
4a372362-cdc9-432d-9f58-e74d30010f8e,07/02/2018,POLICE OFFICER,10477,04/19/2026
c09744f8-7387-4b79-949f-780546169345,04/24/2024,POLICE OFFICER,23857,04/19/2026
e686be54-dc38-4ed8-8a8b-7fe59e49e70c,12/21/2016,LIEUTENANT,,04/19/2026
3a1fc10d-c5c9-4e8d-9bd6-ec34321fcafe,07/07/2021,POLICE OFFICER,12507,04/19/2026
6e0008f3-b5bc-4b6e-a388-5f4ebbbeeafe,07/13/2016,POLICE OFFICER,10811,04/19/2026
409708fd-ec32-4a04-85c8-30c9b28bf47e,07/13/2022,POLICE OFFICER,16434,04/19/2026
f0559468-4988-4bd4-8552-819b3db2c3d9,10/26/2007,DETECTIVE,7576,04/19/2026
23f17564-8815-4306-bdfa-971e462e0f6c,07/13/2016,POLICE OFFICER,8760,04/19/2026
4529aef7-0f3a-4bd4-836f-cf849d22d93a,12/30/2025,POLICE OFFICER,17975,04/19/2026
28cdb8e9-0381-4111-ac6a-a3661b47d34e,09/29/2000,POLICE OFFICER,15897,04/19/2026
a86c9e92-6b2a-463d-bf49-8dbe3f7e23b0,01/06/2020,POLICE OFFICER,27666,04/19/2026
ab42b9d6-d642-4aca-a427-3d23f0e8a724,09/21/2018,POLICE OFFICER,1918,04/19/2026
38cbf00a-290d-45a0-8b53-65c016436d1b,01/06/2020,POLICE OFFICER,22317,04/19/2026
dd9a5952-d131-44c1-8d46-11b450177f80,06/24/2016,DETECTIVE,4944,04/19/2026
639cd400-bb4e-40fc-be5a-2b966965bc93,07/03/2024,POLICE OFFICER,473,04/19/2026
5acd50a0-098f-44e2-a874-0e982f4279e1,04/28/2021,POLICE OFFICER,8153,04/19/2026
a6e7d3ed-be6b-4fee-976d-a0aea6fd1ab1,01/09/2013,POLICE OFFICER,2688,04/19/2026
4aebf7d2-5803-4afe-823c-e42035a6f88d,12/17/2025,POLICE OFFICER,8060,04/19/2026
a9348d9f-ff63-424b-84c0-70ed636a6b26,04/13/2022,POLICE OFFICER,14437,04/19/2026
4db5ef6c-6b22-4dbf-ba93-7a153ff34723,10/25/2023,POLICE OFFICER,24226,04/19/2026
5ec2cc7e-c992-40d2-86d8-b93d1b1dd843,07/08/2008,POLICE OFFICER,21332,04/19/2026
c50f7514-7056-4bd0-a447-b82c771ea05b,04/25/2018,POLICE OFFICER,6662,04/19/2026
55cd8806-f969-4e7d-bab0-ea4cd1834d1d,01/08/2014,POLICE OFFICER,16951,04/19/2026
96b29f81-c4bc-4001-aada-47a5034e12fc,07/11/2005,POLICE OFFICER,1861,04/19/2026
e4dd7cf1-010f-4822-9fa6-e1c9a1ed64a2,07/28/1999,DETECTIVE,6939,04/19/2026
77d74367-b3f3-451d-ad13-704c200bd30d,08/26/2022,DETECTIVE,6913,04/19/2026
12c0dbdb-6b31-4ba5-98e6-6038691698b7,07/08/2008,POLICE OFFICER,5935,04/19/2026
fe7c1266-50b8-475f-a460-be502a004603,07/08/2015,POLICE OFFICER,18450,04/19/2026
fb31d43a-e4ec-454b-a4da-406229f67459,06/01/1998,DETECTIVE,6138,04/19/2026
ad65814d-a117-4e85-911c-4a39214b94b8,07/07/2021,POLICE OFFICER,27715,04/19/2026
